STA_ID,Station_Name,Elevation,Latitude,Longitude,Nearby_City,HydroID,BasinID,Owner,Maintenance,Operator,MapID,CollectID,County,Basin,Agency,HydroArea,Sensors
SNF,SNOW FLAT,8700,37.827,-119.497,CRANE FLAT,6,8701,702,999,52,25,0,MARIPOSA,MERCED R,Yosemite National Park,SAN JOAQUIN RIVER,"3,4,14,18,82"
SNH,STANDISH HICKEY PARK,850,39.883,-123.733,LEGGET,1,1201, , ,4,11,0,MENDOCINO,EEL R,CA Dept of Parks and Recreation,NORTH COAST,2
SNJ,SAN JOSE,67,37.35,-121.9,,2,2801, , ,76,23,0,SANTA CLARA,SF BAY,City of San Jose,SAN FRANCISCO BAY,2
SNL,SAN LUIS RESERVOIR,543,37.033,-121.133,LOS BANOS,6,9101, , ,1,23,0,MERCED,SAN LUIS CR,CA Dept of Water Resources,SAN JOAQUIN RIVER,"6,15,22,23,76"
SNM,SNOW MOUNTAIN,5950,40.778,-121.782,BURNEY,5,6701,50,700,50,9,0,SHASTA,PIT R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,3,4,14,16,18,30,31,32,45,82"
SNN,SAN ANDREAS,456,37.578,-122.412,MILLBRAE,2,2801, , ,180,22,0,SAN MATEO,SF BAY,San Francisco County,SAN FRANCISCO BAY,15
SNO,SONOMA COUNTY AIRPORT (SANTA ROSA),114,38.503887,-122.81028,SANTA ROSA,1,1601, , ,40,16,13,SONOMA,RUSSIAN R,National Weather Service,NORTH COAST,"2,45"
SNR,SANGUINETTI RANCH,238,37.993,-120.981,LINDEN,6,9001, , ,139,24,0,SAN JOAQUIN,SAN JOAQUIN R,San Joaquin County,SAN JOAQUIN RIVER,"2,16,45"
SNS,STANISLAUS R-GOODWIN,252,37.852,-120.637,KNIGHTS FERRY,6,8501, , ,58,24,0,CALAVERAS,STANISLAUS R,US Geological Survey,SAN JOAQUIN RIVER,"23,65,66"
SNV,SAN ANTONIO RESERVOIR NEAR SUNOL,498,37.577227,-121.845818,PLEASANTON,2,2101, , ,182,23,2,ALAMEDA,ALAMEDA CR,San Francisco PUC,SAN FRANCISCO BAY,"14,16,45"
SOC,STOCKTON AIRPORT,27,37.889999,-121.226387,STOCKTON,6,8451, , ,40,23,13,SAN JOAQUIN,LITTLEJOHN CR,National Weather Service,SAN JOAQUIN RIVER,"2,45"
SOD,SODA CREEK,1773,39.433,-122.983,WILLOWS,1,1201, , ,44,12,0,HUMBOLDT,EEL R,US Forest Service,NORTH COAST,"2,4,9,10,11,12,13,14,30,31,32,77,78"
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,5,38.17548,-121.656863,RIO VISTA,5,6501, , ,704,16,17,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,20,21,25,27,61,100,222,223,224"
SOK,STANISLAUS RIVER AT OAKDALE,120,37.777,-120.852,OAKDALE,6,8501, , ,58,24,0,STANISLAUS,STANISLAUS R,US Geological Survey,SAN JOAQUIN RIVER,"14,25"
SOL,LAKE SOLANO,150,38.5,-122,WINTERS,5,8001, , ,221,16,0,SOLANO,PUTAH CR,Solano County Water Agency,SACRAMENTO RIVER,15
SOM,SEED ORCHARD RAWS NEAR MICHIGAN BLUFF 4N,4300,39.091389,-120.731667,FORESTHILL,5,7701, , ,44,14,2,EL DORADO,AMERICAN R,US Forest Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,77,78"
SOR,SONORA RS,1749,37.983,-120.383,SONORA,6,8601, , ,306,24,0,TUOLUMNE,TUOLUMNE R,Tuolumne Utility District,SAN JOAQUIN RIVER,"2,45"
SP1,SHASTA PENSTOCK #1,580,40.718,-122.424,SHASTA LAKE CITY,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"14,25"
SP2,SHASTA PENSTOCK #2,580,40.718,-122.424,SHASTA LAKE CITY,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,25
SP3,SHASTA PENSTOCK #3,580,40.718,-122.424,SHASTA LAKE CITY,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,25
SP4,SHASTA PENSTOCK #4,580,40.718,-122.424,SHASTA LAKE CITY,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,25
SP5,SHASTA PENSTOCK #5,580,40.718,-122.424,SHASTA LAKE CITY,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,25
SPA,SPANISH LAKE,4840,36.262,-120.526,COALINGA,7,9950,701,999,703,30,0,FRESNO,LOS GATOS CR (NEAR COALINGA),CA Dept of Water Resources/O & M,TULARE LAKE,"2,14,45"
SPB,SAN PABLO,330,37.9423,-122.2587,SAN PABLO,2,2801, , ,86,21,0,CONTRA COSTA,SF BAY,East Bay Municipal Utility District,SAN FRANCISCO BAY,15
SPC,SPRING CREEK DEBRIS DAM,816,40.629,-122.474,KESWICK,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"6,15,23,71,76,85"
SPD,LAKE SPAULDING,5200,39.317,-120.642,COLFAX,5,7401, , ,63,14,0,PLACER,YUBA R,Pacific Gas and Electric Company,SACRAMENTO RIVER,"3,18,82"
SPE,SAC REGIONAL WASTEWATER TREATMENT PLANT,0,38.441,-121.502,SACRAMENTO,5,6501, , ,134,17,0,SACRAMENTO,SACRAMENTO R,Sacramento County,SACRAMENTO RIVER,20
SPF,SPOTTED FAWN,7800,38.092,-119.758,,6,8601, , ,37,19,0,TUOLUMNE,TUOLUMNE R,Summit Ranger District,SAN JOAQUIN RIVER,"3,18,82"
SPG,SPAULDING LAKE,5013,39.329,-120.641,EMIGRANT GAP,5,7401, , ,60,14,0,NEVADA,YUBA R,Pacific Gas & Electric,SACRAMENTO RIVER,15
SPI,SPICERS,6600,38.402,-119.993,,6,8501, , ,999,19,0,TUOLUMNE,STANISLAUS R,None Specified,SAN JOAQUIN RIVER,"3,18,82"
SPK,SPANISH CK ABV BLACKHAWK CK AT KEDDIE,3130,40.00294876,-120.9543991,QUINCY,5,7301, , ,58,10,0,PLUMAS,FEATHER R,US Geological Survey,SACRAMENTO RIVER,"1,14,20"
SPL,STAMPEDE (USFS),6867,39.483,-120.054,TRUCKEE,8,10501, , ,3,14,0,SIERRA,TRUCKEE R,CAL FIRE,NORTH LAHONTAN,2
SPM,SPICER MEADOWS,6516,38.393,-119.998,BEAR VALLEY,6,8501, , ,105,19,20,TUOLUMNE,STANISLAUS R,Calaveras County,SAN JOAQUIN RIVER,15
SPN,LAKE SPAULDING (PRECIP),5160,39.317,-120.633,EMIGRANT GAP,5,7401, , ,60,14,0,NEVADA,YUBA R,Pacific Gas & Electric,SACRAMENTO RIVER,"2,45"
SPO,SACRAMENTO POST OFFICE,25,38.583,-121.5,SACRAMENTO,5,7101, , ,40,17,0,SACRAMENTO,SACTO VLY WEST,National Weather Service,SACRAMENTO RIVER,"4,9,10,12,16,17,45"
SPP,SPRING CREEK POWERHOUSE,600,40.628,-122.466,REDDING,5,6501,50,999,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"14,25,27,61"
SPR,SALINAS RIVER NEAR SPRECKELS,53,36.63106918,-121.6724472,SALINAS,3,3301,700,999,5,29,0,MONTEREY,SALINAS R,USGS and DWR,CENTRAL COAST,"1,14,20,41,169"
SPS,SONORA PASS BRIDGE,8750,38.318,-119.601,BRIDGEPORT,8,10801, , ,54,19,0,MONO,WALKER R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,45,82"
SPT,SPRATT CREEK,6150,38.66627,-119.81742,MARKLEEVILLE,8,10701, , ,54,18,0,ALPINE,CARSON R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82"
SPV,SPRINGVILLE TULE,4070,36.2,-118.65,PORTERVILLE,7,9601, , ,40,32,0,TULARE,TULE R,National Weather Service,TULARE LAKE,"2,45"
SPW,STANISLAUS POWERHOUSE,1060,38.133,-120.367,JACKSON,6,8501, , ,60,18,0,CALAVERAS,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,4,12,14,16,30,31,32,45"
SQ1,SQUAW VALLEY 1,7500,39.185,-120.245,TAHOE CITY,8,10501, , ,999,14,0,PLACER,TRUCKEE R,None Specified,NORTH LAHONTAN,"3,18,82"
SQ2,SQUAW VALLEY 2,7700,39.188,-120.248,TAHOE CITY,8,10501, , ,54,14,0,PLACER,TRUCKEE R,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82"
SQL,SOQUEL CREEK,30,36.983,-121.95,SOQUEL,3,2901, , ,144,29,0,SANTA CRUZ,SAN LORENZO R,Santa Cruz County,CENTRAL COAST,2
SQS,SQUAW CR INFLOW-SHASTA LAKE,693,40.857,-122.084,MOUNTAIN GATE,5,6501, , ,60,8,0,SHASTA,SACRAMENTO R,Pacific Gas & Electric,SACRAMENTO RIVER,"65,66"
SQV,SQUAW VALLEY GOLD COAST,8200,39.194,-120.276,TAHOE CITY,8,10501, , ,54,14,0,PLACER,TRUCKEE R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82"
SR1,SHERMAN PEAK REPEATER,9900,36.01,-118.39,PORTERVILLE,7,9901, , ,56,32,0,TULARE,TULARE LAKE WESTSIDE,US Army Corps of Engineers,TULARE LAKE,"4,14"
SR3,THREE MILE SLOUGH AT SAN JOAQUIN R,8,38.090109,-121.686771,RIO VISTA,5,9001, , ,704,16,2,SACRAMENTO,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,14,100,146"
SRC,SIERRA CITY,4700,39.5678,-120.6528,SIERRA CITY,5,7401,700,700,1,14,0,SIERRA,YUBA R,CA Dept of Water Resources,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45"
SRF,SARDINE FLAT,5800,39.622,-120.612,,5,7401, , ,999,14,0,SIERRA,YUBA R,None Specified,SACRAMENTO RIVER,"3,18,82"
SRH,SACRAMENTO RIVER AT HOOD,4,38.36798096,-121.5199585,HOOD,5,6501,999,999,705,999,0,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"4,5,9,10,14,25,26,27,28,61,62,100,101,109,112,179"
SRI,SANTA RITA,5000,36.348,-120.598,COALINGA,3,3101, , ,3,30,0,SAN BENITO,SAN BENITO R,CAL FIRE,CENTRAL COAST,"2,4,9,10,12,13,14,26,30,31,32,45,77,78"
SRJ,STANISLAUS R NEAR JACOB MEYERS PARK,98,37.7469,-120.9713,RIVERBANK,6,8501, , ,801,24,0,SAN JOAQUIN,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
SRL,STIRLING CITY,3520,39.9044,-121.5278,PARADISE,5,7301,1,700,1,13,0,BUTTE,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"4,14,16"
SRN,SAN RAMON CK AT SAN RAMON,530,37.77306,-121.99361,SAN RAMON,2,2001, , ,58,22,2,CONTRA COSTA,EAST BAY,US Geological Survey,SAN FRANCISCO BAY,"1,14,20,165"
SRO,SANTA ROSA,109,38.445,-122.753,,1,1601, , ,149,16,0,SONOMA,RUSSIAN R,Sonoma County,NORTH COAST,2
SRP,SONORA PASS,8750,38.313,-119.607,BRIDGEPORT,8,10801, , ,67,19,0,MONO,WALKER R,Pacific Gas and Electric Company,NORTH LAHONTAN,"3,18,82"
SRR,SIERRAVILLE RS (USFS),4975,39.583,-120.367,SIERRAVILLE,5,7301, , ,44,14,0,SIERRA,FEATHER R,US Forest Service,SACRAMENTO RIVER,"2,45"
SRT,SECRET TOWN,2720,39.183,-120.883,,5,7501, , ,3,14,0,NEVADA,BEAR R,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
SRV,SACRAMENTO RIVER AT RIO VISTA (USGS),0,38.16,-121.686,RIO VISTA,5,6501, , ,58,17,0,SOLANO,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,20,21,25,100,221"
SSC,STANISLAUS POWERHOUSE IN STAN. CANAL,2715,38.147,-120.349,ANGELS CAMP,6,8501, , ,801,18,0,TUOLUMNE,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
SSD,SUSAN R NR STANDISH,4030,40.38109207,-120.4350357,STANDISH,8,10401, , ,1,10,0,LASSEN,SUSAN R,CA Dept of Water Resources,NORTH LAHONTAN,"1,14,20,41"
SSF,SOUTH FORK STANISLAUS R,1600,38.066,-120.354,COLUMBIA,6,8501, , ,801,18,0,TUOLUMNE,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
SSG,SODA SPRINGS 1 E,6885,39.317,-120.367,NORDEN,5,7401, , ,44,14,0,NEVADA,YUBA R,US Forest Service,SACRAMENTO RIVER,2
SSH,SALT SLOUGH AT HWY 165 NR STEVINSON,75,37.2478,-120.8511,STEVINSON,6,9001, , ,58,24,0,MERCED,SAN JOAQUIN R,US Geological Survey,SAN JOAQUIN RIVER,"1,5,14,20,25,41,100"
SSI,SACRAMENTO R NR SHERMAN ISLAND,0,38.074097,-121.761736,RIO VISTA,5,6501, , ,705,16,21,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"14,25,27,28,61,62,100"
SSJ,SOUTH SAN JOAQUIN CANAL,334,37.854,-120.637,KNIGHTS FERRY,6,8401, , ,58,24,0,AMADOR,CALAVERAS R,US Geological Survey,SAN JOAQUIN RIVER,"23,69"
SSK,SACRAMENTO SLOUGH NR KARNAK,20,38.77936554,-121.6377563,KARNAK,5,6501, , ,1,17,0,SUTTER,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20"
SSL,SIERRA SNOW LAB,6950,39.319,-120.367,SODA SPRINGS,5,7401,702,999,702,14,0,NEVADA,YUBA R,CA Dept of Water Resources/Snow Surveys,SACRAMENTO RIVER,"2,3,4,9,10,14,18,73,77,82,96,97,98,99"
SSM,SUNNYSIDE MEADOW,6300,39.697,-120.78,,5,7401, , ,83,14,0,SIERRA,YUBA R,Yuba County Water Agency,SACRAMENTO RIVER,"3,18,82"
SSN,SUSANVILLE,4148,40.367,-120.567,SUSANVILLE,8,10401, , ,3,10,0,LASSEN,SUSAN R,CAL FIRE,NORTH LAHONTAN,"2,45"
SSR,SALT SPRINGS PH (PG&E),3700,38.498,-120.219,BEAR VALLEY,6,8301, , ,60,18,0,CALAVERAS,MOKELUMNE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,12,14,16,30,45"
SSS,STEAMBOAT SLOUGH BTW SAC R AND SUTTER SL,10,38.285,-121.587,OXFORD,5,6501, , ,58,17,0,SACRAMENTO,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,20,21,25,61,100,221"
SSU,SUSAN RIVER AT SUSANVILLE,4190,40.41371536,-120.6642227,SUSANVILLE,8,10401, , ,1,10,0,LASSEN,SUSAN R,CA Dept of Water Resources,NORTH LAHONTAN,"1,14,20,169"
SSV,SUSANVILLE 1 WNW,4555,40.433,-120.667,SUSANVILLE,8,10401, , ,3,10,0,LASSEN,SUSAN R,CAL FIRE,NORTH LAHONTAN,2
STA,SANTA ROSA (CDF),560,38.479,-122.712,SANTA ROSA,1,1601, , ,3,16,0,SONOMA,RUSSIAN R,CAL FIRE,NORTH COAST,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
STB,STANISLAUS MF BLW BEARDS,3045,38.193,-120.098,PINECREST,6,8501, , ,58,18,0,TUOLUMNE,STANISLAUS R,US Geological Survey,SAN JOAQUIN RIVER,"65,66"
STC,STONY CREEK ,200,39.747,-122.103,ORLAND,5,7251, , ,6,12,0,GLENN,STONY CR,CA Dept of Transportation,SACRAMENTO RIVER,"14,95"
STE,LAKE STERLING,7100,39.35,-120.492,,5,7401, , ,999,14,0,NEVADA,YUBA R,None Specified,SACRAMENTO RIVER,"3,18,82"
STG,STONY GORGE RESERVOIR,800,39.583,-122.533,ELK CREEK,5,7251, , ,50,12,0,GLENN,STONY CR,US Bureau of Reclamation,SACRAMENTO RIVER,"2,4,6,14,15,16,25,30,31,32"
STH,NAPA RIVER NEAR ST HELENA,195,38.51129913,-122.4558105,ST HELENA,2,1901,700,999,58,16,0,NAPA,NAPA R,US Geological Survey,SAN FRANCISCO BAY,"1,14,20,41,169"
STI,STATEN ISLAND,0,38.117,-121.497,ISLETON,5,8101, , ,50,17,0,SAN JOAQUIN,DELTA,US Bureau of Reclamation,SACRAMENTO RIVER,"14,25,100"
STK,STOCKTON FIRE STATION 4,12,38.001,-121.317,STOCKTON,6,9301, , ,40,17,0,SAN JOAQUIN,SAN JOAQUIN FLOOR,National Weather Service,SAN JOAQUIN RIVER,2
STL,STATE LAKES,10300,36.927,-118.574,CEDAR GROVE,7,9401, , ,56,32,0,FRESNO,KINGS R,US Army Corps of Engineers,TULARE LAKE,"3,4,30,31,32,82"
STN,STANISLAUS PH (OBSERVER),1135,38.14,-120.369,MODESTO,6,8601, , ,60,18,0,TUOLUMNE,TUOLUMNE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,45"
STO,SF TUOLUMNE R NR OAKLAND REC CAMP,2800,37.8217,-120.0119,GROVELAND,6,8601, , ,275,24,0,TUOLUMNE,TUOLUMNE R,City and County of San Francisco,SAN JOAQUIN RIVER,"1,14,20,41"
STP,STAMPEDE,5956,39.471,-120.103,TRUCKEE,8,10501, , ,58,14,0,SIERRA,TRUCKEE R,US Geological Survey,NORTH LAHONTAN,"2,6,7,14,15,20,22,94,200"
STR,OSTRANDER LAKE,8200,37.637,-119.55,WAWONA,6,8701,702,702,702,25,0,MARIPOSA,MERCED R,CA Dept of Water Resources/Snow Surveys,SAN JOAQUIN RIVER,"2,3,4,9,10,12,14,18,31,32,45,77,78,82,103,104,105,106,107,108,115"
STS,SALT SPRINGS PH (OBSERVER),3700,38.5,-120.217,BEAR VALLEY,6,8301, , ,60,18,0,AMADOR,MOKELUMNE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,45"
STU,TUOLUMNE CANAL NEAR LONG BARN,4110,38.093,-120.167,SONORA,6,8501, , ,60,18,0,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"69,110"
STV,STRAWBERRY VALLEY,3808,39.567,-121.1,STRAWBERRY VALLEY,5,7301, , ,40,13,0,YUBA,FEATHER R,National Weather Service,SACRAMENTO RIVER,"2,45"
STW,STRAWBERRY,5700,38.793,-120.145,,5,7701, , ,999,18,0,EL DORADO,AMERICAN R,None Specified,SACRAMENTO RIVER,"3,18,82"
SUC,SUISUN CREEK AT CORDELIA RD,0,38.2242,-122.1068,FAIRFIELD,5,8101, , ,705,16,0,SOLANO,DELTA,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14"
SUR,SUGAR CUT,35,37.78847,-121.419333,TRACY,6,8101, , ,704,23,2,SAN JOAQUIN,DELTA,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"14,25,100"
SUS,STEAMBOAT SLOUGH BLW SUTTER SLOUGH,15,38.2525,-121.6014,OXFORD,5,6501, , ,704,16,2,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"14,100,146"
SUT,SUTTER SLOUGH AT COURTLAND,0,38.3286,-121.5772,COURTLAND,5,6501, , ,58,17,0,SACRAMENTO,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,20,21,25,61,100,221"
SUW,STONY CREEK NR SUWANNA RANCH (CO RD 410),890,39.484825,-122.514133,ELK CREEK,5,7251, , ,50,11,2,GLENN,STONY CR,US Bureau of Reclamation,SACRAMENTO RIVER,"1,2,4,9,10,12,14,17,20,36,77"
SVA,SPRING VALLEY,1075,37.5625,-122.436,MILLBRAE,2,2650, , ,182,22,2,SAN MATEO,SAN MATEO CREEK,San Francisco PUC,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,26,30,31,32,77,78"
SVC,SILVER CR BLW CAMINO DAM,1863,38.824,-120.538,POLLOCK PINES,5,7701, , ,85,18,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"20,65,66"
SVL,SIERRAVILLE (DWR),4975,39.583,-120.367,SIERRAVILLE,5,7301,701,999,703,14,0,SIERRA,FEATHER R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"2,14,45,203"
SVM,SIERRAVILLE RS (DWR-2),4975,39.583,-120.367,SIERRAVILLE,5,7301, , ,44,14,0,SIERRA,FEATHER R,US Forest Service,SACRAMENTO RIVER,"2,45"
SVR,SILVER LAKE MEADOWS,6450,40.497,-121.153,KIRKWOOD,8,10401, , ,20,9,0,LASSEN,SUSAN R,Eagle Lake Ranger District,NORTH LAHONTAN,"3,18,82"
SWA,SAN JOAQUIN R NR WASHINGTON RD,109,37.11532,-120.587,MERCED,6,9001, , ,706,24,0,MERCED,SAN JOAQUIN R,CA Dept of Water Resources/SCRO,SAN JOAQUIN RIVER,"1,14,20,25,27,28,61,62,100"
SWB,STRAWBERRY,5620,38.2,-119.983,PINECREST,6,8501, , ,60,19,0,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"6,15"
SWC,S. FK WILLOW CK BLW BROWN'S CK DIV DAM,2635,37.2929,-119.5006,NORTH FORK,6,9001, , ,60,25,0,MADERA,SAN JOAQUIN R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"1,14"
SWE,SACRAMENTO R AT WALNUT GROVE EC,25,38.241851,-121.514771,WALNUT GROVE,5,6501, , ,704,16,2,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"14,100,146"
SWF,SAWMILL FLAT,7100,39.342,-120.502,TRUCKEE,5,7401, , ,999,14,0,NEVADA,YUBA R,None Specified,SACRAMENTO RIVER,"3,18,82"
SWL,SAWMILL RIDGE,8750,38.183,-119.35,,8,10801, , ,54,19,0,none specified,WALKER R,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82"
SWM,SAWMILL,10200,37.1619339,-118.5625229,BISHOP,9,11001,702,702,702,999,0,INYO,OWENS R,CA Dept of Water Resources/Snow Surveys,SOUTH LAHONTAN,"3,4,14,18,30,31,32,82"
SWR,SACRAMENTO NATIONAL WILDLIFE REFUGE,100,39.4172,-122.1825,DELEVAN,5,6501, , ,403,12,0,GLENN,SACRAMENTO R,US Fish & Wildlife Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,77,78"
SWW,SWEETWATER (CDF),2150,37.397,-121.485,SAN JOSE,2,2550, , ,3,23,0,SANTA CLARA,SAN ANTONIO CR (SF BAY),CAL FIRE,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14"
SXS,STEAMBOAT SLOUGH NR SACRAMENTO R,5,38.191267,-121.637881,RIO VISTA,5,6501, , ,704,16,17,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,20,21,25,27,61,100,222,223,224,225,226,227,228,229,230"
SXV,SIXMILE VALLEY,5750,39.315,-120.6,,5,7701, , ,63,14,0,PLACER,AMERICAN R,Pacific Gas and Electric Company,SACRAMENTO RIVER,"3,18,82"
SYM,SHASTA DAM (DWR-2),1067,40.718,-122.42,REDDING,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,45"
SYP,SWEENEY CREEK,121,38.445549,-121.95388,VACAVILLE,5,8011, , ,221,16,34,SOLANO,ULATIS CR,Solano County Water Agency,SACRAMENTO RIVER,45
TAB,THERMALITO AFTERBAY,140,39.45,-121.633,OROVILLE,5,7301, , ,1,13,0,BUTTE,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"6,15"
TAC,TAHOE CITY (NWS),6230,39.167,-120.133,TAHOE CITY,8,10601, , ,40,14,0,PLACER,LAKE TAHOE,National Weather Service,NORTH LAHONTAN,"2,45"
TAE,THOMAS A EDISON,7642,37.37,-118.987,BIG CREEK,6,9001, , ,68,26,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company,SAN JOAQUIN RIVER,15
TAF,TRAVIS AFB,59,38.2667,-121.9333,FAIRFIELD,2,8101, , ,40,17,0,SOLANO,DELTA,National Weather Service,SAN FRANCISCO BAY,"4,9,10,17,30,31,32"
TAH,LAKE TAHOE,6221,39.181,-120.118,TAHOE CITY,8,10501, , ,50,14,0,PLACER,TRUCKEE R,US Bureau of Reclamation,NORTH LAHONTAN,15
TAI,TUOLUMNE R ABV EARLY INTAKE NEAR MATHER,2420,37.87936783,-119.9471283,MATHER,6,8601, , ,58,25,0,TUOLUMNE,TUOLUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,20,25"
TAS,TASSAJARA,30,37.787441,-121.874947,TASSAJARA,2,2001, , ,107,23,23,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,16
TAY,NELSON ST TAYLORSVILLE,3540,40.0793,-120.8357,TAYLORSVILLE,5,7301, , ,1,10,0,PLUMAS,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"2,4,9,12,14,17,26,30,31,32,45,77,78,103,115"
TBB,TRUCKEE R AT BOCA BRIDGE,5484,39.38518524,-120.0876999,TRUCKEE,5,10501, , ,5,14,0,NEVADA,TRUCKEE R,USGS and DWR,SACRAMENTO RIVER,"1,14,20,25"
TBC,TALBOT CAMP,5750,39.193,-120.377,,5,7701,999,999,87,14,0,PLACER,AMERICAN R,Placer County Water Agency,SACRAMENTO RIVER,"3,18,82"
TBH,SOUTH FORK TRINITY RIVER BELOW HYAMPOM,12,40.6498642,-123.4942017,HYAMPOM,1,901, , ,58,7,0,HUMBOLDT,TRINITY R,US Geological Survey,NORTH COAST,"1,14,20"
TBI,TUOLUMNE R BL EARLY INTAKE NEAR MATHER,2200,37.8815918,-119.9701843,MATHER,6,8601, , ,58,25,0,TUOLUMNE,TUOLUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,20,25"
TBR,TRINITY RIVER NEAR BURNT RANCH,944,40.78874969,-123.4400406,BURNT RANCH,1,901, , ,58,7,0,TRINITY,TRINITY R,US Geological Survey,NORTH COAST,"1,14,20,115"
TBS,TUOLUMNE RIVER NEAR BASSO BRIDGE,140,37.65067,-120.49465,LA GRANGE,6,8601, , ,801,24,0,STANISLAUS,TUOLUMNE R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
TCA,TAHOE CITY ALTERNATE,6300,39.167,-120.15,TAHOE CITY,8,10601, , ,999,14,0,PLACER,LAKE TAHOE,None Specified,NORTH LAHONTAN,"3,18,82"
TCB,TUOLUMNE RIVER NEAR CARPENTER RD BRIDGE,48,37.6098,-121.0319,MODESTO,6,8601, , ,801,23,0,STANISLAUS,TUOLUMNE R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
TCC,TAHOE CITY CROSS,6750,39.171439,-120.154658,TAHOE CITY,8,10601,999,999,54,13,0,PLACER,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82"
TCD,TULE R CONDUIT BLW TULE DIV DAM,5100,36.2086,-118.6569,CAMP NELSON,6,9601, , ,60,32,0,TULARE,TULE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,1
