PWS_NAME,PWSID,WDCODE,SOURCE,CONNECTIONS,TYPE,AREA,OWNERSHIP,Shape_STAr,Shape_STLe,Basin_count,BasinNo,AB3030,ABTOC,Abmonth,SB1938,SBTOC,Sbmonth,no.irwms,IWRM,MPTOC1,name.irwm1,IRWMorg1,MPTOC2,name.irwmp2,IRWMorg2,MPTOC3,name.irwmp3,IRWMorg3,member
San Juan Water District,3410021,2179,Surface Water,20753,Community,Residential Area,Local,11160101.31,23758.56153,NA,NA,0,NA,NA,1,12/11/2008,NA,1,1,7/11/2013,American River Basin IRWMP,21,,,NA,,,,NA
San Lorenzo Valley Water District,4410014,2180,Surface Water,5868,Community,Residential Area,Local,157767296.8,150099.615,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
San Luis and Delta-Mendota Water Authority North,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5-22.07,1,12/5/1997,59,1,10/1/2007,69,1,1,7/9/2014,Westside-San Joaquin,29,,,NA,,,,15000
San Luis and Delta-Mendota Water Authority South,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5-22.07,1,12/5/1997,59,1,10/1/2007,69,1,1,7/9/2014,Westside-San Joaquin,29,,,NA,,,,15000
San Luis Obispo  City Of,4010009,2182,Surface Water,15121,Community,Residential Area,Local,24902377.15,50688.21543,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
San Luis Obispo County,4010022,2185,Surface Water,31,Community,Wholesaler (Sells Water),Local,390990.7854,3789.372573,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
San Luis Obispo County Flood Control And Water Conservation,NA,2184,NA,NA,NA,NA,NA,8596608483,632716.8263,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
San Luis Obispo County Water District,4010901,2186,Surface Water & Groundwater,1646,Community,Residential Area,Local,1226533.453,5396.204078,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
San Luis Rey Municipal Water District,NA,2188,NA,NA,NA,NA,NA,13008979.71,37290.8041,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
San Luis Water District,NA,2189,NA,NA,NA,NA,NA,259580360.7,248765.503,NA,NA,0,NA,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
San Martin County Water District,4300542,NA,Groundwater,186,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
San Mateo County Service Area 11 - Pescadero,NA,2190,NA,NA,NA,NA,NA,246097.7115,3502.9669,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
San Miguel Community Services District,4010010,2191,Groundwater,784,Community,Residential Area,Local,7724002.393,16982.55283,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
San Simeon Community Services District,4000568,2197,Groundwater,206,Community,Residential Area,Local,432709.8217,2860.595127,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
Sanger  City Of,1010029,2205,Groundwater,6210,Community,Residential Area,Local,11727769.32,20612.60731,NA,NA,0,NA,NA,0,NA,NA,1,1,10/17/2012,Kings Basin,17,,,NA,,,,NA
Santa Ana  City Of,3010038,2207,Surface Water Purchased,44739,Community,Residential Area,Local,70948937.08,48583.6998,NA,NA,0,NA,NA,0,NA,NA,1,1,2/1/2011,North Orange County,33,,,NA,,,,NA
Santa Barbara City Of,4210010,2209,Surface Water,26709,Community,Residential Area,Local,104267411.5,114619.1619,NA,NA,0,NA,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Santa Clara  City Of,4310012,2210,Surface Water Purchased,25889,Community,Residential Area,Local,47433166,44275.99196,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Santa Clara Valley Water District,4310027,2211,Surface Water,25,Community,Wholesaler (Sells Water),Local,3383810156,335055.0986,4,3-3.01,1,7/1/2001,NA,1,7/1/2012,NA,3,1,7/9/2014,Westside-San Joaquin,25,11/1/2006,Bay Area,19,8/1/2014,Pajaro,3,NA
Santa Clara Valley Water District,4310027,2211,Surface Water,25,Community,Wholesaler (Sells Water),Local,3383810156,335055.0986,53,2-9.02,1,7/1/2001,NA,1,7/1/2012,NA,3,1,7/9/2014,Westside-San Joaquin,25,11/1/2006,Bay Area,19,,,,NA
Santa Clarita Water Division,1910017,NA,Surface Water Purchased,29524,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,1,6/1/2008,Upper Santa Clara River,7,,,NA,,,,NA
Santa Cruz  City Of,4410010,2213,Surface Water,24394,Community,Residential Area,Local,32879509.91,51182.49686,NA,NA,0,NA,NA,0,NA,NA,1,1,8/27/2014,Santa Cruz,11,,,NA,,,,NA
Santa Fe Irrigation District,3710023,2214,Surface Water,6449,Community,Other Residential Area,Local,41647478.24,45425.854,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Santa Fe Springs  City Of,1910245,2215,Surface Water Purchased,5520,Community,Residential Area,Local,20718342.44,43774.0161,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Santa Margarita Water District,3010101,2217,Surface Water Purchased,51873,Community,Residential Area,Local,252292590.3,81908.69667,NA,NA,1,5/1/1994,NA,0,NA,NA,1,1,6/7/2005,South Orange County ,29,,,NA,,,,NA
Santa Maria  City Of,4210011,2218,Surface Water Purchased,22284,Community,Residential Area,Local,60752861.64,71584.80891,NA,NA,0,NA,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Santa Maria Valley Water Conservation District,NA,2219,NA,NA,NA,NA,NA,205516953,99627.34519,NA,NA,1,6/27/1996,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Santa Monica  City Of,1910146,2220,Surface Water Purchased,17775,Community,Residential Area,Local,22150546.85,21110.4766,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Santa Nella County Water District,2410018,2221,Surface Water,646,Community,Residential Area,Local,7125658.683,21237.84913,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Santa Paula  City Of,5610011,2223,Groundwater,7213,Community,Residential Area,Local,43888910.01,49455.6882,NA,NA,0,NA,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Santa Rosa  City Of,4910009,2224,Groundwater,51785,Community,Residential Area,Local,115161523.3,76496.22015,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Santa Ynez River Water Conservation District,4210020,2227,Surface Water Purchased,2521,Community,Residential Area,Local,986504.1895,8989.950927,NA,NA,1,10/1/1995,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Santiago County Water District,NA,2228,NA,NA,NA,NA,NA,119446201.4,72427.67982,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Saucelito Irrigation District,NA,2230,NA,NA,NA,NA,NA,79630478,50069.28427,NA,NA,1,3/24/1995,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Scotia  Town Of,NA,2234,NA,NA,NA,NA,NA,2417068.746,8018.909812,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Scott Valley Irrigation District,NA,2235,NA,NA,NA,NA,NA,22297359.06,57264.26246,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Scotts Valley Water Conservation District,NA,2236,NA,NA,NA,NA,NA,6414517.457,18069.80312,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Scotts Valley Water District,4410013,2237,Groundwater,3735,Community,Residential Area,Local,12323600.79,39745.9978,NA,NA,1,7/8/1994,NA,0,NA,NA,1,1,8/27/2014,Santa Cruz,11,,,NA,,,,NA
Seal Beach  City Of,3010041,2241,Surface Water Purchased,5434,Community,Residential Area,Local,30736469.77,28602.65458,NA,NA,0,NA,NA,0,NA,NA,1,1,2/1/2011,North Orange County,33,,,NA,,,,NA
Seaside City  Of,2710018,2242,Groundwater,807,Community,Residential Area,Local,899755.0583,4589.105073,NA,NA,0,NA,NA,0,NA,NA,NA,0,4/1/2013,"Monterey Pensinsula, Carmel Bay, and South Monterey Bay",19,,,NA,,,,NA
Sebastapol  City Of,4910011,2244,Groundwater,2988,Community,Residential Area,Local,4690139.555,20495.35272,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Seeley Community Water District,1310013,2245,Surface Water Purchased,438,Community,Residential Area,Local,3528642.269,8696.541226,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Semitropic Water Storage District,NA,2247,NA,NA,NA,NA,NA,905961051.6,200383.2192,21,5-22.14,1,9/1/2003,128,1,9/1/2003,NA,1,1,7/26/2007,Poso Creek,9,,,NA,,,,300
Serrano Water District,3010082,2251,Surface Water,2254,Community,Residential Area,Local,5651005.18,14562.82483,NA,NA,0,NA,NA,0,NA,NA,1,1,2/1/2011,North Orange County,33,,,NA,,,,NA
Shafter  City Of,1510019,2260,Groundwater,4566,Community,Residential Area,Local,77138039.47,46366.15528,NA,NA,0,NA,NA,0,NA,NA,1,1,11/14/2011,Kern,46,,,NA,,,,NA
Shafter-Wasco Irrigation District,NA,2261,NA,NA,NA,NA,NA,157679879.2,87412.58221,21,5-22.14,1,9/12/2006,164.5,1,7/1/2007,66,1,1,7/26/2007,Poso Creek,9,,,NA,,,,270
Shandon County Service Area No 16,NA,2263,NA,NA,NA,NA,NA,1118351.517,5333.924293,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Shasta Community Services District,4510013,2265,Surface Water,722,Community,Recreation Area,Local,29021158.96,31125.66577,NA,NA,1,1/27/1998,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Shasta County Water Agency,4510004,2270,Surface Water & Groundwater,1085,Community,Residential Area,Local,226222.6087,1896.950085,NA,NA,1,1/27/1998,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Shasta View Irrigation District,NA,2274,NA,NA,NA,NA,NA,28102011.13,37073.92672,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sierra Cedars Community Service District,1010052,2284,Groundwater,225,Community,Residential Area,Local,613980.4941,3226.105045,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sierra Co. W.W.D #1 (Calpine),4600019,NA,Groundwater,122,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sierra Highland Community Services District,1400007,NA,Groundwater,213,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sierra Lakes County Water District,3110017,2289,Surface Water,809,Community,Residential Area,Local,9906623.852,20028.71884,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sierra Madre  City Of,1910148,2290,Groundwater,3751,Community,Residential Area,Local,7752016.472,12181.12617,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sierra North Community Service District,NA,2293,NA,NA,NA,NA,NA,36318.39538,763.0435722,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sierra Water District,NA,2296,NA,NA,NA,NA,NA,57143785.26,50762.89071,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sierraville Public Utility District,4600018,2297,Groundwater,107,Community,Residential Area,Local,1610006.337,11566.07688,NA,NA,0,NA,NA,0,NA,NA,1,1,11/18/2016,Upper Feather River Watershed,36,,,NA,,,,NA
Signal Hill  City Of,1910149,2298,Surface Water Purchased,2995,Community,Residential Area,Local,5694877.935,16973.22413,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Simi Valley  City Of,NA,2305,NA,NA,NA,NA,NA,96114541.05,78833.2681,NA,NA,0,NA,NA,1,5/21/2007,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Siskiyou Co.Service Area #5/carrick,4700521,NA,Groundwater,58,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Skyline County Water District,NA,2316,NA,NA,NA,NA,NA,314784.326,14547.54063,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Smith River Community Service District,810002,2320,Groundwater,508,Community,Residential Area,Local,17860512.4,38095.19726,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Solano County Water Agency,NA,2322,NA,NA,NA,NA,NA,2356765680,266403.6151,107,5-21.66,0,N/A,NA,0,N/A,NA,2,1,7/2/2014,Westside Sacramento,15,11/1/2006,Bay Area,19,,,,NA
Solano Irrigation District,4810010,4448,Surface Water & Groundwater,344,Community,Residential Area,Local,6089211.121,23402.36962,107,5-21.66,1,2/1/1995,25,1,1/1/2006,48,,1,7/2/2014,Westside Sacramento,15,,,NA,,,,1485
Soledad  City Of,2710011,2323,Groundwater,3669,Community,Residential Area,Local,6964669.363,11871.67973,NA,NA,0,NA,NA,0,NA,NA,1,1,12/12/2012,Greater Monterey County,19,,,NA,,,,NA
Solvang  City Of,4210013,2325,Surface Water Purchased,2171,Community,Residential Area,Local,6328163.819,19792.2352,NA,NA,0,NA,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Sonoma  City Of,4910012,2326,Groundwater,4214,Community,Residential Area,Local,7451313.087,39109.32508,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sonoma County Water Agency,4910010,2898,Surface Water & Groundwater,757,Community,Residential Area,Local,639246.9085,4341.32666,373,42785,0,NA,NA,1,11/6/2007,NA,2,1,7/2/2014,Westside Sacramento,15,11/1/2006,Bay Area,19,,,,NA
Sonoma County Water Agency,4910010,2898,Surface Water & Groundwater,757,Community,Residential Area,Local,639246.9085,4341.32666,98,2-2.02,0,NA,NA,1,11/6/2007,NA,2,1,7/2/2014,Westside Sacramento,15,11/1/2006,Bay Area,19,,,,NA
Sonoma County Water Agency,4910010,2898,Surface Water & Groundwater,757,Community,Residential Area,Local,639246.9085,4341.32666,71,1-55.01,0,NA,NA,1,11/6/2007,NA,2,1,7/2/2014,Westside Sacramento,15,11/1/2006,Bay Area,19,,,,NA
Sonoma Mountain County Water District,4900580,2329,Groundwater,55,Community,Residential Area,Local,658419.8923,4689.315305,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Soquel Creek Water District,4410017,2330,Surface Water Purchased,14390,Community,Residential Area,Local,36330559,76476.75497,NA,NA,1,4/2/1996,NA,1,4/12/2007,NA,1,1,8/27/2014,Santa Cruz,11,,,NA,,,,NA
South Coast Water District,3010042,2334,Surface Water Purchased,12522,Community,Residential Area,Local,8036885.36,27964.59186,NA,NA,0,NA,NA,0,NA,NA,1,1,6/7/2005,South Orange County ,9,,,NA,,,,NA
South Delta Water Agency,NA,2335,NA,NA,NA,NA,NA,596491309.6,155284.5902,NA,NA,0,NA,NA,1,9/22/2004,NA,1,1,7/25/2007,Eastern San Joaquin,13,,,NA,,,,NA
South Feather Water And Power,410006,2337,Surface Water,6794,Community,Residential Area,Local,222433314.2,128140.0064,84,5-21.59,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
South Fork Irrigation District,NA,2339,NA,NA,NA,NA,NA,74761279.49,70071.61251,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
South Gate  City Of,1910152,2341,Groundwater,15657,Community,Residential Area,Local,15742539.84,21762.91399,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
South Montebello Irrigation District,1910153,2344,Groundwater,2293,Community,Residential Area,Local,3813243.308,8969.1402,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
South Pasadena  City Of,1910154,2345,Surface Water Purchased,6221,Community,Residential Area,Local,8851527.886,13340.01953,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
South San Joaquin Irrigation District,5010040,2346,Surface Water,3,Community,Wholesaler (Sells Water),Local,293742597,117069.2123,NA,NA,1,2/1/1995,NA,0,NA,NA,1,1,7/25/2007,Eastern San Joaquin,13,,,NA,,,,NA
South Sutter Water District,NA,2347,NA,NA,NA,NA,NA,267805370.2,90759.91169,24,5-21.64,1,2/28/1995,26,1,10/1/2009,93,2,1,12/12/2006,Sacramento Valley,33,,,NA,,,,1800
South Tahoe Public Utility District,910002,2348,Groundwater,13926,Community,Residential Area,Local,82730294.93,812928.7128,NA,NA,0,NA,NA,0,NA,NA,1,1,7/1/2014,Tahoe-Sierra,30,,,NA,,,,NA
South Yuba Water District,NA,2349,NA,NA,NA,NA,NA,40075401.17,32428.44803,119,5-21.61,1,1998,NA,1,12/28/2010,108,1,1,2/1/2008,Yuba County,27,,,NA,,,,NA
Southern San Joaquin Municipal Utility District,NA,2354,NA,NA,NA,NA,NA,255100572.9,94876.70099,NA,NA,0,NA,NA,0,NA,NA,1,1,7/26/2007,Poso Creek,9,,,NA,,,,NA
Spanish Flat Water District,2810014,2355,Surface Water,96,Community,Residential Area,Local,486.6098499,11722.42349,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Spring Canyon Water Agency,NA,2360,NA,NA,NA,NA,NA,314070.6539,3737.060683,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Springville Public Utilities District,5410011,2363,Surface Water,367,Community,Residential Area,Local,1192065.776,8061.236513,NA,NA,0,NA,NA,0,NA,NA,1,1,12/13/2014,Southern Sierra,17,,,NA,,,,NA
Squaw Valley Public Service District,3110020,4219,Groundwater,788,Community,Residential Area,Local,742693.4955,3470.379655,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
St Helena  City Of,2810004,2367,Surface Water,2442,Community,Residential Area,Local,13097648.1,22546.4259,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
St Johns Water District,NA,2368,NA,NA,NA,NA,NA,53607837.76,37070.14992,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Stallion Springs Community Service District,1510025,2370,Groundwater,1190,Community,Residential Area,Local,15252952.62,26384.2605,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Stanford Vina Ranch Irrigation District,NA,2827,NA,NA,NA,NA,NA,26233260.26,37110.05324,18,5-21.57,1,11/1/1996,46,1,1/1/2013,132,NA,0,NA,NA,NA,,,NA,,,,NA
Stanford Vina Ranch Irrigation District,NA,2827,NA,NA,NA,NA,NA,26233260.26,37110.05324,123,5-21.56,1,11/1/1996,46,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Starlite Community Service District,NA,2373,NA,NA,NA,NA,NA,218232.967,2526.561407,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Stevinson Water District,NA,2377,NA,NA,NA,NA,NA,30505776.3,64430.14479,NA,NA,0,NA,NA,1,4/26/2004,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Stinson Beach County Water District,2110004,2379,Surface Water,727,Community,Residential Area,Local,24184107.82,37772.4076,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Stinson Water District,NA,2380,NA,NA,NA,NA,NA,43596190.68,63181.0889,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Stockton  City Of,3910012,2381,Surface Water,47501,Community,Residential Area,Local,152194767.6,132212.8584,NA,NA,0,NA,NA,0,NA,NA,1,1,7/25/2007,Eastern San Joaquin,13,,,NA,,,,NA
Stockton East Water District,3910006,2382,Surface Water,4,Community,Wholesaler (Sells Water),Local,486017317.3,158640.7795,NA,NA,0,NA,NA,1,9/22/2004,NA,1,1,7/25/2007,Eastern San Joaquin,13,,,NA,,,,NA
Stone Corral Irrigation District,NA,2384,NA,NA,NA,NA,NA,28139942.87,37908.32284,NA,NA,1,3/24/1995,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Stony Creek Water District,NA,2386,NA,NA,NA,NA,NA,72.51882553,1569.434992,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Stratford Irrigation District,NA,2389,NA,NA,NA,NA,NA,41366084.69,44415.2988,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Stratford Public Utilities District,1610006,2390,Groundwater,366,Community,Residential Area,Local,1367097.715,8348.935372,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Strathmore Public Utilities District,5410012,2391,Surface Water,469,Community,Wholesaler (Sells Water),Local,1463599.34,8904.112716,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Suisun-solano Water Authority,4810005,NA,Surface Water,8436,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sultana Community Services District,5400824,2407,Groundwater,180,Community,Residential Area,Local,1001095.793,5368.060288,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sun City Tehama,5210007,NA,Groundwater,1000,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sunnyside Irrigation District,NA,2422,NA,NA,NA,NA,NA,6043646.237,13574.4569,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sunnyslope Community Water District,NA,2424,NA,NA,NA,NA,NA,16463126.73,25177.53603,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sunnyvale  City Of,4310014,2425,Surface Water Purchased,29210,Community,Residential Area,Local,50384537.28,41622.54193,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sunol  Town Of,NA,2426,NA,NA,NA,NA,NA,52999812.45,44924.13137,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Susanville  City Of,1810001,2432,Groundwater,3802,Community,Residential Area,Local,14973124.35,21120.67233,NA,NA,0,NA,NA,0,NA,NA,1,1,6/1/2015,Lahontan ,5,,,NA,,,,NA
Sutter Community Service District,5110007,2434,Groundwater,1045,Community,Residential Area,Local,9530814.068,16433.13817,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sutter County,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,5-21.59,1,7/1/1997,NA,1,3/1/2012,NA,1,1,5/14/2014,Northern Sacramento Valley,NA,,,NA,,,,NA
Sutter County,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5-21.64,1,7/1/1997,NA,1,3/1/2012,NA,1,1,5/14/2014,Northern Sacramento Valley,NA,,,NA,,,,NA
Sutter County,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,5-21.62,1,7/1/1997,NA,1,3/1/2012,NA,1,1,5/14/2014,Northern Sacramento Valley,NA,,,NA,,,,NA
Sutter County Water Works District No. 1 (robbins),5100107,4640,Groundwater,93,Community,Residential Area,Local,382358.7829,2748.607161,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sutter Extension Water District,NA,2435,NA,NA,NA,NA,NA,118220111.9,136700.0266,84,5-21.59,1,8/15/1995,31.5,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Sutter Extension Water District,NA,2435,NA,NA,NA,NA,NA,118220111.9,136700.0266,85,5-21.62,1,8/15/1995,31.5,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Sweetwater Authority,3710025,2437,Surface Water,33396,Community,Other Residential Area,Local,93123377.3,79386.50906,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sweetwater Springs Community Water District,4910004,NA,Groundwater,3585,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Sweetwater Springs Water District,NA,4641,NA,NA,NA,NA,NA,21597557.47,29270.10535,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tahoe City Public Utilities District,3110010,2444,Groundwater,4174,Community,Residential Area,Local,31122695.61,210057.2032,NA,NA,0,NA,NA,0,NA,NA,1,1,7/1/2014,Tahoe-Sierra,30,,,NA,,,,NA
Tahoe Swiss Village Utility,NA,4481,NA,NA,NA,NA,NA,1277336.649,37576.01759,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Taylorsville,3205004,NA,Unknown,100,Community,Residential Area,Unknown,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tea Pot Dome Water District,NA,2450,NA,NA,NA,NA,NA,14052798.99,64164.67721,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tehachapi  City Of,1510020,2451,Groundwater,3001,Community,Residential Area,Local,17878882.3,34542.19,NA,NA,0,NA,NA,0,NA,NA,1,1,11/14/2011,Kern,46,,,NA,,,,NA
Tehachapi - Cummings County Water District,NA,2452,NA,NA,NA,NA,NA,1009103116,200540.6698,NA,NA,0,NA,NA,0,NA,NA,1,1,11/14/2011,Kern,46,,,NA,,,,NA
Tehama City Of,5200504,NA,Groundwater,195,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Tehama County Flood Control and Water Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,5-21.54,1,11/20/1996,47,1,2012,132,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
Tehama County Flood Control and Water Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,5-6.01,1,11/20/1996,47,1,2012,132,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
Tehama County Flood Control and Water Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,5-21.52,1,11/20/1996,47,1,2012,132,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
Tehama County Flood Control and Water Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,5-21.51,1,11/20/1996,47,1,2012,132,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
